id_nutrition_log,log_date,meal_type,water_intake_ml,id_user,id_food,food_item,category,calories_kcal,protein_g,carbohydrates_g,fat_g
508,2026-02-23,Dinner,0,,505,Caponata (1/2 cup),Meal/Vegetable,180.0,2.0,15.0,14.0
509,2026-02-23,Dinner,0,,506,Eggplant (1/2 cup in caponata),Vegetable,40.0,0.5,6.0,2.0
510,2026-02-23,Dinner,0,,507,Pine Nuts (1/2 tbsp),Nut,48.0,1.0,1.0,5.0
511,2026-02-23,Dinner,0,,508,Raisins (1 tbsp),Fruit,27.0,0.3,7.0,0.0
512,2026-02-23,Snack,0,,509,Gelato (Pistachio 1/2 cup),Dessert,220.0,5.0,24.0,12.0
513,2026-02-23,Snack,0,,510,Waffle Cone (1 small),Grain,70.0,1.0,13.0,1.5
514,2026-02-23,Dinner,0,,511,Cacio e Pepe (1.5 cups),Meal/Pasta,500.0,18.0,65.0,19.0
515,2026-02-23,Dinner,0,,512,Pecorino Romano (1/4 cup),Dairy,110.0,7.5,1.0,8.5
516,2026-02-23,Dinner,0,,513,Black Pepper (1/2 tsp),Condiment,3.0,0.1,0.7,0.0
517,2026-02-23,Dinner,0,,514,Fiorentina Steak (3oz portion),Protein/Meat,230.0,24.0,0.0,15.0
518,2026-02-23,Dinner,0,,477,Olive Oil (1 tbsp drizzle),Condiment,120.0,0.0,0.0,14.0
519,2026-02-23,Dinner,0,,515,Rosemary (garnish),Condiment,1.0,0.0,0.2,0.0
520,2026-02-23,Dinner,0,,516,White Beans (Tuscan style 1/2 cup),Legume,150.0,8.0,20.0,4.0
521,2026-02-23,Dinner,0,,517,Garlic (1 clove in beans),Vegetable,4.0,0.2,0.9,0.0
522,2026-02-23,Dinner,0,,518,Sage (in beans),Condiment,1.0,0.0,0.1,0.0
523,2026-02-23,Snack,0,,519,Arancini (1 large ball),Snack/Processed,250.0,9.0,30.0,10.0
524,2026-02-23,Snack,0,,520,Ragù (filling 1 tbsp),Condiment,25.0,1.5,1.0,1.5
525,2026-02-23,Snack,0,,521,Mozzarella (filling 0.5 oz),Dairy,40.0,3.0,0.5,3.0
526,2026-02-23,Snack,0,,522,Breadcrumbs (coating),Grain,25.0,0.5,4.0,0.5
527,2026-02-23,Snack,150,,523,Campari & Soda (1 drink),Beverage,85.0,0.0,10.0,0.0
528,2026-02-23,Snack,0,,524,Olive (garnish),Fruit,5.0,0.0,0.1,0.5
529,2026-02-23,Lunch,0,,525,Vitello Tonnato (1 serving),Meal/Meat,380.0,35.0,3.0,25.0
530,2026-02-23,Lunch,0,,526,Tuna Sauce (2 tbsp),Condiment,100.0,4.0,1.0,9.0
531,2026-02-23,Lunch,0,,527,Capers (garnish),Condiment,2.0,0.2,0.4,0.1
532,2026-02-23,Lunch,0,,528,Lemon Slice (garnish),Condiment,1.0,0.0,0.3,0.0
533,2026-02-23,Dinner,0,,529,Gnocchi alla Sorrentina (1.5 cups),Meal/Pasta,450.0,15.0,60.0,18.0
534,2026-02-23,Dinner,0,,530,Tomato Sauce (1/2 cup),Condiment,40.0,1.5,7.0,1.0
535,2026-02-23,Dinner,0,,531,Mozzarella (1 oz melted),Dairy,80.0,6.0,1.0,6.0
536,2026-02-23,Dinner,0,,532,Basil (fresh garnish),Condiment,1.0,0.1,0.0,0.0
537,2026-02-23,Dinner,0,,533,Pesto (1/4 cup),Condiment,290.0,5.0,4.0,29.0
538,2026-02-23,Dinner,0,,534,Pine Nuts (1 tbsp in pesto),Nut,95.0,2.0,2.0,10.0
539,2026-02-23,Dinner,0,,535,Garlic (1/2 clove in pesto),Vegetable,2.0,0.1,0.5,0.0
540,2026-02-23,Dinner,0,,536,Trofie Pasta (1 cup cooked),Grain,210.0,7.0,43.0,1.0
541,2026-02-23,Dinner,0,,537,Green Beans (1/2 cup w/ pasta),Vegetable,15.0,0.9,3.5,0.1
542,2026-02-23,Dinner,0,,538,Potato (1/2 w/ pasta),Vegetable,65.0,1.0,15.0,0.1
543,2026-02-23,Snack,120,,539,Espresso Martini (1 drink),Beverage,280.0,0.5,25.0,0.0
544,2026-02-23,Snack,0,,540,Vodka (1.5 oz),Beverage,97.0,0.0,0.0,0.0
545,2026-02-23,Snack,0,,541,Coffee Liqueur (1 oz),Beverage,100.0,0.0,15.0,0.0
546,2026-02-23,Snack,0,,542,Espresso (1 oz in drink),Beverage,3.0,0.3,0.0,0.1
547,2026-02-23,Snack,0,,543,Simple Syrup (1/2 oz),Condiment,30.0,0.0,8.0,0.0
548,2026-02-23,Snack,0,,544,Coffee Beans (3 garnish),Snack,2.0,0.1,0.3,0.0
549,2026-02-23,Snack,0,,545,Baba Ganoush (1/4 cup),Meal/Vegetable,100.0,2.0,8.0,7.0
550,2026-02-23,Snack,0,,546,Pita Bread (1 white),Grain,165.0,5.5,33.0,1.2
551,2026-02-23,Lunch,0,,547,Falafel (3 pieces),Meal/Vegetarian,180.0,6.0,18.0,9.0
552,2026-02-23,Lunch,0,,548,Tahini Sauce (1 tbsp),Condiment,30.0,1.0,1.5,2.5
553,2026-02-23,Lunch,0,,549,Pickled Turnips (2 tbsp),Vegetable,10.0,0.2,2.0,0.0
554,2026-02-23,Lunch,250,,550,Shawarma (Chicken 1 wrap),Meal/Processed,550.0,30.0,50.0,25.0
555,2026-02-23,Lunch,0,,551,Garlic Sauce (1 tbsp),Condiment,90.0,0.1,1.0,10.0
556,2026-02-23,Lunch,0,,552,Hummus (1/4 cup),Legume,130.0,5.0,10.0,8.0
557,2026-02-23,Lunch,0,,553,Tabouli (1/2 cup),Meal/Vegetarian,120.0,3.0,15.0,6.0
558,2026-02-23,Lunch,0,,554,Bulgur (1/4 cup in tabouli),Grain,76.0,2.7,16.8,0.2
559,2026-02-23,Lunch,0,,555,Parsley (1/4 cup in tabouli),Vegetable,5.0,0.3,1.0,0.1
560,2026-02-23,Lunch,0,,556,Mint (1 tbsp in tabouli),Condiment,1.0,0.1,0.1,0.0
561,2026-02-23,Lunch,0,,557,Lemon Juice (1 tbsp dressing),Condiment,4.0,0.1,1.3,0.0
562,2026-02-23,Lunch,0,,558,Olive Oil (1 tbsp dressing),Condiment,120.0,0.0,0.0,14.0
563,2026-02-23,Snack,0,,559,Kibbeh (1 piece fried),Meal/Meat,230.0,9.0,20.0,13.0
564,2026-02-23,Snack,0,,560,Pine Nuts (1/2 tbsp filling),Nut,48.0,1.0,1.0,5.0
565,2026-02-23,Snack,0,,561,Ground Lamb (1 oz filling),Protein/Meat,80.0,5.5,0.0,6.0
566,2026-02-23,Snack,0,,562,Bulgur (1 tbsp shell),Grain,15.0,0.5,3.4,0.0
567,2026-02-23,Lunch,250,,563,Lentil Soup (1 cup Middle Eastern),Meal/Legume,200.0,10.0,30.0,5.0
568,2026-02-23,Lunch,0,,564,Cumin (1 tsp),Condiment,8.0,0.3,1.5,0.5
569,2026-02-23,Lunch,0,,565,Coriander (1 tsp),Condiment,5.0,0.1,1.0,0.2
570,2026-02-23,Lunch,0,,566,Lemon Juice (1 tsp in soup),Condiment,1.0,0.0,0.4,0.0
571,2026-02-23,Lunch,0,,567,Pita Crisps (1 oz),Snack/Processed,130.0,3.0,18.0,5.0
572,2026-02-23,Breakfast,0,,568,Manakeesh (Za'atar 1 small),Meal/Vegetarian,300.0,7.0,45.0,10.0
573,2026-02-23,Breakfast,0,,569,Za'atar (1 tbsp),Condiment,40.0,1.0,3.0,3.0
574,2026-02-23,Breakfast,0,,570,Olive Oil (1 tbsp on bread),Condiment,120.0,0.0,0.0,14.0
575,2026-02-23,Breakfast,0,,571,Labneh (2 tbsp),Dairy,60.0,4.0,2.0,4.0
576,2026-02-23,Breakfast,0,,572,Cucumber (1/4 cup side),Vegetable,8.0,0.3,1.8,0.0
577,2026-02-23,Breakfast,0,,573,Tomato (1/4 cup side),Vegetable,8.0,0.3,1.8,0.1
578,2026-02-23,Breakfast,0,,574,Olives (5 side),Fruit,35.0,0.2,1.0,3.5
579,2026-02-23,Breakfast,240,,575,Mint Tea (1 cup),Beverage,2.0,0.1,0.5,0.0
580,2026-02-23,Snack,0,,576,Stuffed Grape Leaves (3 pcs),Meal/Vegetarian,150.0,3.0,20.0,7.0
581,2026-02-23,Snack,0,,577,Rice (1/4 cup filling),Grain,51.0,1.1,11.1,0.1
582,2026-02-23,Snack,60,,578,Turkish Coffee (1 small cup),Beverage,5.0,0.2,0.5,0.0
583,2026-02-23,Snack,0,,579,Cardamom (in coffee),Condiment,1.0,0.0,0.2,0.0
584,2026-02-23,Dinner,0,,580,Shish Tawook (2 skewers),Meal/Meat,300.0,35.0,5.0,16.0
585,2026-02-23,Dinner,0,,581,Garlic Sauce (Toum 1 tbsp),Condiment,90.0,0.1,1.0,10.0
586,2026-02-23,Dinner,0,,582,French Fries (side),Vegetable/Processed,340.0,4.0,44.0,17.0
587,2026-02-23,Dinner,0,,583,Pickled Cucumber (1/4 cup),Vegetable,10.0,0.5,2.0,0.0
588,2026-02-23,Lunch,0,,584,Fattoush Salad (1.5 cups),Meal/Vegetarian,250.0,5.0,25.0,15.0
589,2026-02-23,Lunch,0,,585,Fried Pita (1/2 pita in salad),Grain,80.0,2.0,12.0,3.0
590,2026-02-23,Lunch,0,,586,Sumac (1/2 tsp dressing),Condiment,5.0,0.1,1.0,0.2
591,2026-02-23,Lunch,0,,587,Pomegranate Molasses (1 tsp),Condiment,15.0,0.0,4.0,0.0
592,2026-02-23,Breakfast,250,,1,Scrambled Eggs (2 large),Protein/Dairy,180.0,12.0,2.0,14.0
593,2026-02-23,Breakfast,0,,2,Whole Wheat Toast (1 slice),Grain,80.0,4.0,14.0,1.0
594,2026-02-23,Breakfast,0,,3,Coffee (black),Beverage,5.0,0.3,0.0,0.1
595,2026-02-23,Breakfast,0,,4,Banana,Fruit,105.0,1.3,27.0,0.4
596,2026-02-23,Lunch,500,,5,Grilled Chicken Salad,Meal/Protein,350.0,30.0,10.0,20.0
597,2026-02-23,Snack,0,,6,Apple,Fruit,95.0,0.5,25.0,0.3
598,2026-02-23,Dinner,250,,7,Salmon (4oz grilled),Protein/Fish,230.0,25.0,0.0,14.0
599,2026-02-23,Dinner,0,,8,Quinoa (1 cup cooked),Grain,222.0,8.0,39.0,3.6
600,2026-02-23,Dinner,0,,9,Steamed Broccoli (1 cup),Vegetable,55.0,3.7,11.2,0.6
601,2026-02-23,Snack,250,,10,Greek Yogurt (plain 1 cup),Dairy,150.0,25.0,8.0,3.0
602,2026-02-23,Breakfast,250,,11,Oatmeal (1 cup cooked),Grain,160.0,6.0,28.0,3.0
603,2026-02-23,Breakfast,0,,12,Blueberries (1/2 cup),Fruit,42.0,0.5,11.0,0.2
604,2026-02-23,Snack,0,,13,Almonds (1 oz),Nut,164.0,6.0,6.0,14.0
605,2026-02-23,Lunch,500,,14,Turkey Sandwich (on wheat),Meal/Processed,340.0,22.0,34.0,12.0
606,2026-02-23,Snack,0,,15,Carrot Sticks (1 cup),Vegetable,52.0,1.2,12.3,0.3
607,2026-02-23,Dinner,250,,16,Spaghetti Bolognese,Meal/Pasta,460.0,20.0,55.0,18.0
608,2026-02-23,Dinner,0,,17,Side Salad (light dressing),Vegetable,70.0,2.0,8.0,4.0
609,2026-02-23,Snack,500,,18,Protein Shake (Whey),Supplement,120.0,24.0,3.0,1.0
610,2026-02-23,Breakfast,0,,19,Cereal (Frosted Flakes 1 cup),Grain/Processed,130.0,2.0,31.0,0.0
611,2026-02-23,Lunch,250,,20,Lentil Soup (1 can),Meal/Legume,230.0,15.0,35.0,3.0
612,2026-02-23,Dinner,0,,21,White Rice (1 cup cooked),Grain,204.0,4.2,44.5,0.4
613,2026-02-23,Dinner,250,,22,Tofu Stir-fry,Meal/Vegetarian,400.0,18.0,30.0,22.0
614,2026-02-23,Snack,0,,23,Orange,Fruit,62.0,1.2,15.4,0.2
615,2026-02-23,Breakfast,250,,24,Bagel (plain),Grain,270.0,11.0,55.0,1.5
616,2026-02-23,Breakfast,0,,25,Cream Cheese (2 tbsp),Dairy,100.0,2.0,2.0,10.0
617,2026-02-23,Lunch,500,,26,Tuna Salad (1/2 cup),Meal/Fish,190.0,19.0,2.0,12.0
618,2026-02-23,Lunch,0,,27,Crackers (5 whole wheat),Grain/Processed,90.0,2.0,14.0,3.0
619,2026-02-23,Dinner,250,,28,Beef Steak (6oz sirloin),Protein/Meat,270.0,42.0,0.0,10.0
620,2026-02-23,Dinner,0,,29,Baked Potato (medium),Vegetable,160.0,4.3,36.0,0.2
621,2026-02-23,Snack,0,,30,Ice Cream (1/2 cup vanilla),Dairy/Dessert,145.0,2.5,17.0,7.5
622,2026-02-23,Dinner,250,,31,Pizza (1 slice pepperoni),Meal/Processed,290.0,12.0,34.0,12.0
623,2026-02-23,Breakfast,500,,32,Avocado Toast (1 slice),Meal/Vegetarian,260.0,7.0,28.0,15.0
624,2026-02-23,Snack,0,,33,Hard-Boiled Egg (1 large),Protein,78.0,6.3,0.6,5.3
625,2026-02-23,Lunch,250,,34,Chicken Wrap (with tortilla),Meal/Processed,410.0,25.0,38.0,17.0
626,2026-02-23,Snack,0,,35,Grapes (1 cup),Fruit,104.0,1.1,27.0,0.2
627,2026-02-23,Snack,0,,36,Cottage Cheese (1/2 cup),Dairy,90.0,12.0,5.0,3.0
628,2026-02-23,Dinner,500,,37,Burger (cheeseburger),Meal/Processed,550.0,30.0,40.0,30.0
629,2026-02-23,Dinner,0,,38,French Fries (medium),Vegetable/Processed,340.0,4.0,44.0,17.0
630,2026-02-23,Snack,500,,39,Protein Bar,Supplement/Processed,210.0,20.0,22.0,7.0
631,2026-02-23,Lunch,0,,40,Black Beans (1/2 cup),Legume,114.0,7.6,20.4,0.5
632,2026-02-23,Lunch,0,,41,Salsa (1/4 cup),Vegetable,20.0,0.8,4.5,0.1
633,2026-02-23,Lunch,250,,42,Chicken Noodle Soup (1 can),Meal/Processed,150.0,7.0,18.0,5.0
634,2026-02-23,Snack,0,,43,Peanut Butter (2 tbsp),Nut,190.0,7.0,8.0,16.0
635,2026-02-23,Snack,0,,44,Celery Sticks (1 cup),Vegetable,14.0,0.6,3.0,0.2
636,2026-02-23,Dinner,250,,45,Cod (4oz baked),Protein/Fish,95.0,20.0,0.0,0.8
637,2026-02-23,Dinner,0,,46,Green Beans (1 cup),Vegetable,31.0,1.8,7.0,0.2
638,2026-02-23,Snack,0,,47,Chocolate Chip Cookie (1 large),Dessert,220.0,2.5,30.0,11.0
639,2026-02-23,Dinner,250,,48,Shrimp (3oz steamed),Protein/Fish,84.0,20.0,0.2,0.2
640,2026-02-23,Breakfast,0,,49,Pancakes (2 medium),Grain,180.0,5.0,30.0,5.0
641,2026-02-23,Breakfast,0,,50,Maple Syrup (2 tbsp),Condiment,104.0,0.0,27.0,0.0
642,2026-02-23,Breakfast,0,,51,Sausage Link (1 cooked),Protein/Meat,85.0,5.0,1.0,7.0
643,2026-02-23,Breakfast,250,,52,Smoothie (Fruit & Yogurt),Beverage/Meal,280.0,12.0,55.0,3.0
644,2026-02-23,Lunch,0,,53,Tofu (4oz firm),Protein/Vegetarian,90.0,10.0,3.0,5.0
645,2026-02-23,Lunch,0,,54,Brown Rice (1 cup cooked),Grain,215.0,5.0,45.0,1.8
646,2026-02-23,Lunch,0,,55,Bell Pepper (1 medium red),Vegetable,31.0,1.2,6.0,0.3
647,2026-02-23,Snack,0,,56,Hummus (2 tbsp),Legume,70.0,2.0,4.0,5.0
648,2026-02-23,Snack,0,,57,Pita Bread (1 whole wheat),Grain,170.0,6.0,35.0,1.5
649,2026-02-23,Dinner,250,,58,Pork Chop (4oz grilled),Protein/Meat,220.0,30.0,0.0,10.0
650,2026-02-23,Dinner,0,,59,Mashed Potatoes (1 cup),Vegetable,230.0,4.0,35.0,8.0
651,2026-02-23,Dinner,0,,60,Corn (1 cup),Vegetable,132.0,4.7,30.0,1.8
652,2026-02-23,Snack,355,,61,Soda (1 can Coke),Beverage,140.0,0.0,39.0,0.0
653,2026-02-23,Snack,0,,62,Pretzels (1 oz),Grain/Processed,110.0,3.0,23.0,1.0
654,2026-02-23,Snack,0,,63,Cheddar Cheese (1 oz),Dairy,115.0,7.0,1.0,9.5
655,2026-02-23,Lunch,250,,64,Caesar Salad (with chicken),Meal/Protein,470.0,30.0,15.0,30.0
656,2026-02-23,Breakfast,240,,65,Orange Juice (1 cup),Beverage,112.0,1.7,25.8,0.5
657,2026-02-23,Breakfast,0,,66,Bacon (2 slices cooked),Protein/Meat,86.0,6.0,0.2,6.8
658,2026-02-23,Breakfast,0,,67,Waffles (2 homemade),Grain,220.0,6.0,28.0,9.0
659,2026-02-23,Snack,0,,68,Pear,Fruit,101.0,0.6,27.0,0.2
660,2026-02-23,Lunch,500,,69,Chicken Breast (4oz roasted),Protein/Meat,185.0,35.0,0.0,4.0
661,2026-02-23,Snack,0,,70,Mixed Nuts (1/4 cup),Nut,200.0,6.0,8.0,18.0
662,2026-02-23,Dinner,0,,71,Tilapia (4oz baked),Protein/Fish,110.0,22.0,0.0,2.5
663,2026-02-23,Dinner,0,,72,Asparagus (1 cup steamed),Vegetable,40.0,4.3,7.4,0.4
664,2026-02-23,Dinner,0,,73,Sweet Potato (1 medium baked),Vegetable,103.0,2.3,23.6,0.2
665,2026-02-23,Snack,250,,74,Popcorn (3 cups air-popped),Grain,93.0,3.0,18.6,1.1
666,2026-02-23,Snack,0,,75,Raisins (1/4 cup),Fruit,130.0,1.3,34.0,0.2
667,2026-02-23,Lunch,250,,76,Macaroni & Cheese (1 cup),Meal/Pasta,350.0,10.0,40.0,17.0
668,2026-02-23,Lunch,0,,77,Tomato Soup (1 can),Meal/Vegetable,170.0,4.0,25.0,6.0
669,2026-02-23,Lunch,0,,78,Grilled Cheese Sandwich,Meal/Processed,390.0,15.0,32.0,22.0
670,2026-02-23,Dinner,500,,79,Beef Tacos (2 hard shell),Meal/Meat,380.0,18.0,28.0,22.0
671,2026-02-23,Dinner,0,,80,Refried Beans (1/2 cup),Legume,115.0,7.0,19.0,1.0
672,2026-02-23,Dinner,0,,81,Guacamole (1/4 cup),Vegetable/Condiment,90.0,1.0,4.0,8.0
673,2026-02-23,Snack,0,,82,Watermelon (1 cup diced),Fruit,46.0,0.9,11.5,0.2
674,2026-02-23,Breakfast,250,,83,English Muffin (whole wheat),Grain,134.0,6.0,26.0,1.0
675,2026-02-23,Lunch,250,,84,Peanut Butter & Jelly Sandwich,Meal/Processed,390.0,12.0,50.0,17.0
676,2026-02-23,Lunch,0,,85,Clam Chowder (1 cup),Meal/Seafood,200.0,10.0,18.0,9.0
677,2026-02-23,Snack,500,,86,Iced Tea (Sweetened 16oz),Beverage,180.0,0.0,46.0,0.0
678,2026-02-23,Dinner,250,,87,Lasagna (1 serving meat),Meal/Pasta,350.0,20.0,30.0,17.0
679,2026-02-23,Dinner,0,,88,Garlic Bread (1 slice),Grain,150.0,4.0,18.0,7.0
680,2026-02-23,Snack,0,,89,Chocolate Milk (1 cup),Beverage/Dairy,200.0,8.0,26.0,8.0
681,2026-02-23,Breakfast,0,,90,White Bread (1 slice),Grain,70.0,2.0,13.0,1.0
682,2026-02-23,Breakfast,0,,91,Jelly (1 tbsp grape),Condiment,50.0,0.0,13.0,0.0
683,2026-02-23,Lunch,250,,92,Veggie Burger (1 patty),Protein/Vegetarian,120.0,11.0,10.0,4.0
684,2026-02-23,Lunch,0,,93,Bun (hamburger),Grain,140.0,4.0,26.0,2.0
685,2026-02-23,Lunch,0,,94,Ketchup (1 tbsp),Condiment,20.0,0.2,5.0,0.1
686,2026-02-23,Breakfast,250,,95,Muffin (Blueberry 1 large),Grain/Dessert,380.0,5.0,55.0,16.0
687,2026-02-23,Breakfast,250,,96,Coffee (with cream/sugar),Beverage,50.0,0.5,5.0,3.0
688,2026-02-23,Snack,0,,97,Potato Chips (1 oz),Snack/Processed,160.0,2.0,15.0,10.0
689,2026-02-23,Dinner,0,,98,Tzatziki Sauce (2 tbsp),Condiment/Dairy,30.0,1.5,2.0,2.0
690,2026-02-23,Dinner,0,,99,Scallops (3oz seared),Protein/Seafood,95.0,17.0,5.0,1.0
691,2026-02-23,Dinner,0,,100,Risotto (Mushroom 1 cup),Meal/Grain,250.0,7.0,35.0,9.0
692,2026-02-23,Lunch,250,,101,Caprese Salad,Meal/Vegetable,240.0,10.0,8.0,18.0
693,2026-02-23,Lunch,0,,102,Balsamic Vinaigrette (2 tbsp),Condiment,90.0,0.0,3.0,9.0
694,2026-02-23,Snack,0,,103,Cherries (1 cup),Fruit,77.0,1.6,19.0,0.5
695,2026-02-23,Breakfast,0,,104,Turkey Bacon (2 slices),Protein/Meat,70.0,6.0,1.0,5.0
696,2026-02-23,Breakfast,0,,105,Grits (1 cup cooked),Grain,150.0,3.0,32.0,1.0
697,2026-02-23,Breakfast,0,,106,Butter (1 tbsp),Condiment/Dairy,100.0,0.1,0.0,11.0
698,2026-02-23,Lunch,500,,107,Meatball Sub (6 inch),Meal/Processed,580.0,28.0,55.0,27.0
699,2026-02-23,Snack,0,,108,Kiwifruit (1 medium),Fruit,46.0,0.9,11.1,0.4
700,2026-02-23,Snack,0,,109,Beef Jerky (1 oz),Snack/Processed,116.0,9.4,3.1,7.2
701,2026-02-23,Snack,0,,110,Figs (2 medium),Fruit,74.0,0.6,19.2,0.3
702,2026-02-23,Dinner,250,,111,Lobster (3oz steamed),Protein/Seafood,76.0,16.0,0.0,0.7
703,2026-02-23,Dinner,0,,112,Melted Butter (for lobster),Condiment,200.0,0.2,0.0,22.0
704,2026-02-23,Dinner,0,,113,Corn on the Cob (1 large),Vegetable,125.0,5.0,29.0,1.5
705,2026-02-23,Lunch,250,,114,Vegetable Soup (1 can),Meal/Vegetable,140.0,4.0,22.0,4.0
706,2026-02-23,Lunch,0,,115,Saltine Crackers (5 crackers),Grain/Processed,60.0,1.0,10.0,1.5
707,2026-02-23,Snack,0,,116,Mango (1 cup slices),Fruit,99.0,1.4,24.7,0.6
708,2026-02-23,Snack,250,,117,Cheesecake (1 slice),Dessert,320.0,5.0,28.0,21.0
709,2026-02-23,Dinner,500,,118,Pad Thai (Chicken 1.5 cups),Meal/Pasta,550.0,25.0,60.0,22.0
710,2026-02-23,Dinner,0,,119,Spring Roll (Veg 2 rolls),Snack/Processed,180.0,4.0,25.0,7.0
711,2026-02-23,Snack,240,,120,Coconut Water (1 cup),Beverage,46.0,1.7,8.9,0.5
712,2026-02-23,Side,0,,121,Kimchi (1/2 cup),Vegetable,22.0,1.7,4.0,0.4
713,2026-02-23,Lunch,0,,122,Sashimi (Salmon 3 pcs),Protein/Fish,120.0,18.0,0.0,5.0
714,2026-02-23,Lunch,0,,123,Wasabi (1 tsp),Condiment,10.0,0.1,2.2,0.1
715,2026-02-23,Lunch,0,,124,Seaweed Salad (1/2 cup),Vegetable,60.0,2.0,8.0,3.0
716,2026-02-23,Lunch,250,,125,French Onion Soup (1 cup),Meal,150.0,6.0,15.0,7.0
717,2026-02-23,Lunch,0,,126,Croutons (1/4 cup),Grain,50.0,1.5,7.0,2.0
718,2026-02-23,Dinner,250,,127,Shepherd's Pie (1 serving),Meal/Meat,400.0,20.0,35.0,20.0
719,2026-02-23,Dinner,0,,128,Green Peas (1/2 cup),Legume,62.0,4.1,11.1,0.2
720,2026-02-23,Snack,0,,129,Apple Pie (1 slice),Dessert,410.0,3.0,58.0,19.0
721,2026-02-23,Snack,180,,130,Gin & Tonic (1 drink),Beverage,170.0,0.0,13.0,0.0
722,2026-02-23,Dinner,0,,131,Red Wine (5 oz glass),Beverage,125.0,0.1,3.8,0.0
723,2026-02-23,Dinner,250,,132,Halibut (4oz baked),Protein/Fish,125.0,24.0,0.0,2.5
724,2026-02-23,Lunch,250,,133,Quinoa Salad (1 cup),Meal/Vegetarian,260.0,9.0,32.0,12.0
725,2026-02-23,Snack,240,,134,Lemonade (1 cup),Beverage,99.0,0.1,26.0,0.0
726,2026-02-23,Snack,0,,135,Pistachios (1 oz shelled),Nut,159.0,5.7,7.7,12.8
727,2026-02-23,Breakfast,0,,136,Oat Milk (1 cup),Beverage/Dairy-Alt,120.0,3.0,16.0,5.0
728,2026-02-23,Breakfast,250,,137,Biscuits and Gravy (1 serving),Meal/Processed,480.0,10.0,45.0,28.0
729,2026-02-23,Breakfast,0,,138,Avocado (1/2 fruit),Fruit,160.0,2.0,8.5,14.7
730,2026-02-23,Breakfast,0,,139,Corn Flakes (1 cup),Grain,100.0,2.0,24.0,0.0
731,2026-02-23,Dinner,0,,140,T-Bone Steak (6oz),Protein/Meat,460.0,38.0,0.0,33.0
732,2026-02-23,Dinner,0,,141,Creamed Spinach (1/2 cup),Vegetable,190.0,5.0,8.0,16.0
733,2026-02-23,Snack,0,,142,Pecans (1 oz),Nut,196.0,2.6,3.9,20.4
734,2026-02-23,Snack,0,,143,Fruit Cocktail (canned 1 cup),Fruit,110.0,1.0,28.0,0.0
735,2026-02-23,Lunch,500,,144,Ramen (Instant 1 pack),Meal/Processed,380.0,9.0,53.0,14.0
736,2026-02-23,Snack,473,,145,Mocha Latte (16oz),Beverage,360.0,12.0,48.0,15.0
737,2026-02-23,Snack,0,,146,Cucumber Slices (1 cup),Vegetable,16.0,0.7,3.6,0.1
738,2026-02-23,Lunch,0,,147,Feta Cheese (1 oz),Dairy,75.0,4.0,1.2,6.1
739,2026-02-23,Lunch,0,,148,Olives (Kalamata 5 large),Fruit,35.0,0.2,1.0,3.5
740,2026-02-23,Dinner,250,,149,Chicken Alfredo (1.5 cups),Meal/Pasta,680.0,35.0,45.0,38.0
741,2026-02-23,Dinner,0,,150,Breadstick (1 large),Grain,160.0,4.0,28.0,3.0
742,2026-02-23,Lunch,500,,151,Cobb Salad,Meal/Protein,510.0,30.0,12.0,38.0
743,2026-02-23,Lunch,0,,152,Blue Cheese Dressing (2 tbsp),Condiment,150.0,1.0,2.0,16.0
744,2026-02-23,Snack,0,,153,Mandarin Orange (1 medium),Fruit,37.0,0.6,9.3,0.2
745,2026-02-23,Snack,0,,154,Cashews (1 oz roasted),Nut,163.0,4.3,9.2,13.1
746,2026-02-23,Breakfast,0,,155,Eggo Waffle (2 waffles),Grain/Processed,180.0,4.0,30.0,5.0
747,2026-02-23,Lunch,355,,156,Diet Soda (1 can),Beverage,0.0,0.0,0.0,0.0
748,2026-02-23,Lunch,250,,157,Pulled Pork Sandwich,Meal/Meat,480.0,25.0,48.0,20.0
749,2026-02-23,Snack,0,,158,Macadamia Nuts (1 oz),Nut,204.0,2.2,3.9,21.5
750,2026-02-23,Dinner,250,,159,Crab Cakes (2 medium),Meal/Seafood,340.0,20.0,18.0,20.0
751,2026-02-23,Dinner,0,,160,Tartar Sauce (2 tbsp),Condiment,60.0,0.2,2.0,5.5
752,2026-02-23,Snack,0,,161,Lemon Bar (1 square),Dessert,150.0,1.5,22.0,6.0
753,2026-02-23,Breakfast,240,,162,Almond Milk (Unsweetened 1 cup),Beverage/Dairy-Alt,30.0,1.0,1.0,2.5
754,2026-02-23,Breakfast,0,,163,Rice Krispies (1.5 cups),Grain,160.0,3.0,37.0,0.5
755,2026-02-23,Breakfast,0,,164,Sugar (1 tsp for cereal),Condiment,16.0,0.0,4.0,0.0
756,2026-02-23,Lunch,0,,165,Tuna (Canned 3oz in water),Protein/Fish,90.0,20.0,0.0,1.0
757,2026-02-23,Lunch,0,,166,Mayonnaise (1 tbsp),Condiment,90.0,0.1,0.1,10.0
758,2026-02-23,Lunch,0,,167,Pickle (1 spear dill),Vegetable,5.0,0.2,1.0,0.1
759,2026-02-23,Lunch,250,,168,Lobster Bisque (1 cup),Meal/Seafood,250.0,8.0,12.0,18.0
760,2026-02-23,Lunch,500,,169,Reuben Sandwich,Meal/Processed,650.0,28.0,35.0,40.0
761,2026-02-23,Lunch,0,,170,Sauerkraut (1/4 cup side),Vegetable,7.0,0.3,1.5,0.0
